url_length,hostname_length,num_dots,num_hyphens,num_subdomains,has_ip,has_at_symbol,has_double_slash,is_https,num_digits_domain,suspicious_words,domain_length,label
27,18,2,0,1,0,0,0,1,0,0,3,1
29,22,1,1,0,0,0,0,0,0,0,18,1
23,8,2,0,1,0,0,0,1,0,0,3,1
15,0,1,0,0,0,0,0,0,0,0,7,0
105,21,4,1,2,0,0,0,1,0,0,10,1
146,15,3,0,1,0,0,0,1,0,0,6,1
22,7,1,0,0,0,0,0,1,0,0,4,1
34,11,2,0,0,0,0,0,1,0,0,7,1
62,43,3,1,1,0,0,0,1,1,0,2,1
33,25,2,1,1,0,0,0,1,0,0,11,1
27,9,1,1,0,0,0,0,1,0,0,5,1
76,35,2,0,1,0,0,0,1,0,0,6,1
35,26,4,0,3,0,0,0,1,0,0,10,1
76,25,2,1,1,0,0,0,1,0,0,16,1
34,8,1,0,0,0,0,0,1,0,0,5,1
147,15,2,3,1,0,0,0,1,0,0,6,1
25,7,1,0,0,0,0,0,1,0,0,4,1
23,8,2,0,1,0,0,0,1,0,0,3,1
22,7,1,0,0,0,0,0,1,0,0,4,1
38,30,4,2,3,0,0,0,1,0,0,9,1
42,24,2,0,1,0,0,0,1,0,0,9,1
35,26,2,1,1,0,0,0,1,0,0,11,1
29,20,2,0,1,0,0,0,1,0,0,6,1
21,6,1,1,0,0,0,0,1,0,0,3,1
10,0,1,0,0,0,0,0,0,0,0,7,0
22,7,1,0,0,0,0,0,1,0,0,4,1
22,6,1,0,0,0,0,0,1,0,0,3,1
190,15,3,2,1,0,0,0,1,0,0,6,1
190,15,3,2,1,0,0,0,1,0,0,6,1
28,7,1,0,0,0,0,0,1,0,0,4,1
23,8,2,0,1,0,0,0,1,0,0,3,1
22,7,1,0,0,0,0,0,1,0,0,4,1
27,18,1,0,0,0,0,0,1,0,0,14,1
14,0,1,0,0,0,0,0,0,0,0,10,0
54,17,1,1,0,0,0,0,1,2,0,13,1
51,21,3,0,2,0,0,0,1,0,0,5,1
38,24,2,3,1,0,0,0,1,0,0,9,1
26,18,1,0,0,0,0,0,1,0,0,14,1
32,23,2,1,1,0,0,0,1,0,0,6,1
22,6,1,0,0,0,0,0,1,0,0,3,1
120,15,3,1,1,0,0,0,0,0,0,6,1
43,15,2,0,1,0,0,0,1,0,0,7,1
22,7,1,0,0,0,0,0,1,0,0,4,1
6,0,1,0,0,0,0,0,0,0,0,3,0
35,15,2,1,0,0,0,0,1,0,0,12,1
62,43,3,1,1,0,0,0,1,1,0,2,1
21,6,1,1,0,0,0,0,1,0,0,3,1
22,7,1,0,0,0,0,0,1,0,0,4,1
75,24,2,1,1,0,0,0,1,0,0,16,1
12,0,1,0,0,0,0,0,0,0,0,8,0
24,15,2,1,1,0,0,0,1,0,0,7,1
20,6,1,0,0,0,0,0,1,0,0,3,1
62,43,3,1,1,0,0,0,1,1,0,2,1
175,15,2,1,1,0,0,0,1,0,0,6,1
62,43,3,1,1,0,0,0,1,1,0,2,1
21,6,1,1,0,0,0,0,1,0,0,3,1
76,67,2,0,1,0,0,0,1,0,1,6,1
40,22,3,0,1,0,0,0,1,6,0,9,1
47,29,2,0,1,0,0,0,1,7,0,14,1
46,7,3,1,1,0,0,0,1,0,0,2,1
28,19,2,1,1,0,0,0,1,0,0,3,1
13,0,1,1,0,0,0,0,0,2,0,9,0
36,27,2,0,1,0,0,0,1,0,0,6,1
35,9,1,0,0,0,0,0,1,0,0,5,1
21,6,1,1,0,0,0,0,1,0,0,3,1
224,12,7,1,0,1,0,0,0,9,2,12,1
36,27,2,0,1,0,0,0,1,0,0,8,1
60,28,3,3,2,0,0,0,1,0,0,7,1
17,0,2,0,0,0,0,0,0,0,0,11,0
119,39,2,6,1,0,0,0,1,11,0,17,1
10,0,1,0,0,0,0,0,0,0,0,6,0
88,15,2,1,1,0,0,0,1,0,0,6,1
28,11,1,0,0,0,0,0,1,0,0,7,1
14,0,1,0,0,0,0,0,0,0,0,10,0
37,28,2,0,1,0,0,0,1,0,0,11,1
62,27,3,0,1,0,0,0,1,0,0,11,1
28,11,1,0,0,0,0,0,1,0,0,7,1
9,0,1,0,0,0,0,0,0,0,0,4,0
190,15,3,2,1,0,0,0,1,0,0,6,1
133,15,2,0,1,0,0,0,1,0,0,8,1
25,0,1,0,0,0,0,0,0,0,0,21,0
37,28,2,0,1,0,0,0,1,1,0,8,1
190,15,3,2,1,0,0,0,1,0,0,6,1
167,15,2,2,1,0,0,0,1,0,0,6,1
10,0,1,0,0,0,0,0,0,0,0,4,0
37,25,2,1,1,0,0,0,1,0,0,6,1
23,8,2,0,1,0,0,0,1,0,0,3,1
175,15,2,2,1,0,0,0,1,0,0,6,1
47,38,2,4,1,0,0,0,1,0,0,7,1
23,8,2,0,1,0,0,0,1,0,0,3,1
38,29,3,0,2,0,0,0,1,0,0,7,1
13,0,1,0,0,0,0,0,0,0,0,10,0
34,23,1,1,0,0,0,0,1,0,0,19,1
45,36,2,0,1,0,0,0,1,0,0,3,1
22,7,1,0,0,0,0,0,1,0,0,4,1
20,6,1,0,0,0,0,0,1,1,0,3,1
131,15,2,1,1,0,0,0,1,0,0,6,1
23,8,2,0,1,0,0,0,1,0,0,3,1
31,24,2,0,1,0,0,0,0,5,0,11,1
283,29,4,4,3,0,0,0,0,0,0,7,1
40,31,2,1,1,0,0,0,1,0,0,10,1
175,15,2,2,1,0,0,0,1,0,0,6,1
21,12,1,1,0,0,0,0,1,0,0,7,1
27,7,2,0,0,0,0,0,1,0,0,3,1
10,0,1,0,0,0,0,0,0,0,0,6,0
22,6,1,0,0,0,0,0,1,0,0,3,1
22,6,1,0,0,0,0,0,1,0,0,3,1
31,16,1,0,0,0,0,0,1,0,0,13,1
77,68,2,5,1,0,0,0,1,0,1,6,1
40,26,2,2,1,0,0,0,1,0,0,9,1
11,0,1,0,0,0,0,0,0,0,0,4,0
21,12,1,0,0,0,0,0,1,0,0,8,1
22,7,1,0,0,0,0,0,1,0,0,4,1
27,4,1,0,0,0,0,0,1,0,0,1,1
45,28,2,1,1,0,0,0,1,0,0,9,1
29,20,2,0,1,0,0,0,1,5,0,8,1
167,15,2,3,1,0,0,0,1,0,0,6,1
13,0,1,1,0,0,0,0,0,2,0,9,0
40,31,2,0,1,0,0,0,1,0,0,11,1
13,0,1,0,0,0,0,0,0,0,0,9,0
80,7,1,0,0,0,0,0,1,0,0,4,1
7,0,1,0,0,0,0,0,0,0,1,0,0
23,8,2,0,1,0,0,0,1,0,0,3,1
69,37,3,0,1,0,0,0,1,0,0,12,1
39,25,2,0,1,0,0,0,1,0,0,9,1
22,6,1,0,0,0,0,0,1,0,0,3,1
26,10,1,0,0,0,0,0,1,0,0,6,1
22,7,1,0,0,0,0,0,1,0,0,4,1
39,15,2,1,0,0,0,0,1,0,0,12,1
8,0,1,0,0,0,0,0,0,0,0,4,0
38,16,2,0,1,0,0,0,1,0,0,8,1
42,28,2,2,1,0,0,0,1,0,0,9,1
14,0,1,0,0,0,0,0,0,0,1,10,0
22,7,1,0,0,0,0,0,1,0,0,4,1
14,0,1,0,0,0,0,0,0,0,0,10,0
67,9,2,5,0,0,0,0,0,0,0,5,1
11,0,1,0,0,0,0,0,0,0,0,7,0
22,6,1,0,0,0,0,0,1,0,0,3,1
30,21,2,1,1,0,0,0,1,0,0,7,1
42,33,3,0,2,0,0,0,1,0,0,14,1
11,0,1,0,0,0,0,0,0,0,0,7,0
22,7,1,0,0,0,0,0,1,0,0,4,1
21,6,1,1,0,0,0,0,1,0,0,3,1
62,43,3,1,1,0,0,0,1,1,0,2,1
47,38,2,1,1,0,0,0,1,0,0,3,1
37,28,2,0,1,0,0,0,1,0,0,6,1
175,15,2,1,1,0,0,0,1,0,0,6,1
23,8,2,0,1,0,0,0,1,0,0,3,1
10,0,1,1,0,0,0,0,0,0,0,7,0
21,6,1,1,0,0,0,0,1,0,0,3,1
43,30,2,1,1,0,0,0,1,0,0,9,1
23,8,2,0,1,0,0,0,1,0,0,3,1
61,43,3,1,1,0,0,0,1,1,0,2,1
51,21,3,0,2,0,0,0,1,0,0,5,1
190,15,3,2,1,0,0,0,1,0,0,6,1
17,9,1,0,0,0,0,0,1,0,0,6,1
92,23,2,4,1,0,0,0,1,0,0,6,1
36,27,2,3,1,0,0,0,1,0,0,6,1
28,11,1,0,0,0,0,0,1,0,0,7,1
23,8,2,0,1,0,0,0,1,0,0,3,1
62,24,2,0,1,0,0,0,1,0,1,14,1
48,39,2,2,1,0,0,0,1,0,0,4,1
32,23,2,0,1,0,0,0,1,0,0,7,1
42,11,1,0,0,0,0,0,1,3,0,7,1
38,15,3,0,1,0,0,0,1,1,0,3,1
23,8,2,0,1,0,0,0,1,0,0,3,1
35,26,2,0,1,0,0,0,1,12,0,14,1
28,19,2,1,1,0,0,0,1,0,0,6,1
15,0,2,1,0,0,0,0,0,0,0,9,0
10,0,1,0,0,0,0,0,0,0,0,6,0
22,7,1,0,0,0,0,0,1,0,0,4,1
167,15,2,3,1,0,0,0,1,0,0,6,1
36,8,1,0,0,0,0,0,0,0,0,5,1
51,21,3,0,2,0,0,0,1,0,0,5,1
22,7,1,0,0,0,0,0,1,0,0,4,1
84,15,2,0,1,0,0,0,1,0,0,6,1
53,32,3,0,1,0,0,0,1,0,0,15,1
51,21,3,0,2,0,0,0,1,0,0,5,1
21,6,1,1,0,0,0,0,1,0,0,3,1
131,15,2,1,1,0,0,0,1,0,0,6,1
58,16,3,0,1,0,0,0,1,0,1,6,1
35,26,2,0,1,0,0,0,1,0,0,3,1
54,17,2,1,1,0,0,0,1,0,0,7,1
141,15,2,0,0,0,0,0,1,0,0,11,1
36,11,1,0,0,0,0,0,1,0,0,7,1
49,10,2,0,0,0,0,0,1,0,0,6,1
30,21,2,0,1,0,0,0,1,0,0,3,1
31,22,2,0,1,0,0,0,1,0,0,6,1
7,0,1,0,0,0,0,0,0,0,0,3,0
38,22,2,1,1,0,0,0,1,0,1,7,1
40,31,2,0,1,0,0,0,1,0,1,11,1
28,19,2,1,1,0,0,0,1,0,0,3,1
51,21,3,0,2,0,0,0,1,0,0,5,1
25,17,2,0,0,0,0,0,0,0,0,10,1
175,15,2,3,1,0,0,0,1,0,0,6,1
31,22,2,0,1,0,0,0,1,0,0,6,1
35,18,2,1,1,0,0,0,0,0,0,10,1
22,7,1,0,0,0,0,0,1,0,0,4,1
57,15,1,1,0,0,0,0,0,0,0,12,1
22,6,1,0,0,0,0,0,1,0,0,3,1
22,7,1,0,0,0,0,0,1,0,0,4,1
76,25,2,5,1,0,0,0,1,0,0,6,1
35,26,2,0,1,0,0,0,1,0,0,6,1
23,8,2,0,1,0,0,0,1,0,0,3,1
62,43,3,1,1,0,0,0,1,1,0,2,1
51,21,3,0,2,0,0,0,1,0,0,5,1
10,0,1,0,0,0,0,0,0,0,0,6,0
23,8,2,0,1,0,0,0,1,0,0,3,1
